2024-12-01 04:32, failed
2024-12-01 04:48, failed
2024-12-01 05:08, failed
2024-12-01 05:32, failed
2024-12-01 05:44, failed
2024-12-01 05:57, failed
2024-12-01 06:34, failed
2024-12-01 06:51, failed
2024-12-01 07:12, failed
2024-12-01 07:30, failed
2024-12-01 07:43, failed
2024-12-01 07:55, failed
2024-12-01 08:26, failed
2024-12-01 08:45, failed
2024-12-01 08:57, failed
2024-12-01 09:24, failed
2024-12-01 09:38, failed
2024-12-01 09:51, failed
2024-12-01 10:14, failed
2024-12-01 10:37, failed
2024-12-01 10:50, failed
2024-12-01 11:09, failed
2024-12-01 11:25, failed
2024-12-01 11:38, failed
2024-12-01 11:51, failed
2024-12-01 12:24, failed
2024-12-01 13:00, failed
2024-12-01 13:30, failed
2024-12-01 13:43, failed
2024-12-01 13:56, failed
2024-12-01 14:21, failed
2024-12-01 14:38, failed
2024-12-01 14:50, failed
2024-12-01 15:11, failed
2024-12-01 15:30, failed
2024-12-01 15:42, failed
2024-12-01 15:55, failed
2024-12-01 16:26, failed
2024-12-01 16:45, failed
2024-12-01 16:58, failed
2024-12-01 17:21, failed
2024-12-01 17:37, failed
2024-12-01 17:49, failed
2024-12-01 18:12, failed
2024-12-01 18:39, failed
2024-12-01 18:51, failed
2024-12-01 19:10, failed
2024-12-01 19:24, failed
2024-12-01 19:38, failed
2024-12-01 19:50, failed
2024-12-01 20:12, failed
2024-12-01 20:32, failed
2024-12-01 20:44, failed
2024-12-01 20:57, failed
2024-12-01 21:21, failed
2024-12-01 21:35, failed
2024-12-01 21:48, failed
2024-12-01 22:00, failed
2024-12-01 22:27, failed
2024-12-01 22:43, failed
2024-12-01 22:55, failed
2024-12-01 23:22, failed
2024-12-01 23:36, failed
2024-12-01 23:48, failed
2024-12-02 00:44, failed
2024-12-02 02:21, failed
2024-12-02 03:23, failed
2024-12-02 03:51, failed
2024-12-02 04:17, failed
2024-12-02 04:40, failed
2024-12-02 04:53, failed
2024-12-02 05:19, failed
2024-12-02 05:39, failed
2024-12-02 05:52, failed
2024-12-02 06:23, failed
2024-12-02 06:48, failed
2024-12-02 07:08, failed
2024-12-02 07:30, failed
2024-12-02 07:44, failed
2024-12-02 07:57, failed
2024-12-02 08:33, failed
